customer_id,age,gender,education,employment_type,employment_length,annual_income,existing_emi,debt_to_income_ratio,cibil_score,credit_utilization_ratio,previous_default,loan_amount,loan_type,loan_purpose,loan_tenure_years,interest_rate,risk_category,lender_type,loan_processing_fee_percent,application_channel,state,city,area_type,loan_approval_time_days,document_verification_status,loan_approval_status,rejection_reason,EMI,EMI_to_Income_Ratio, risk_rule,Loan_to_Income_Ratio
523,61,Female,Graduate,Pensioner,12,292573,19164,0.94,521,79.9,No,272525,Appliances,Appliances,17,15.85,High,Finance Company,1.51,Offline,Haryana,Madhya Pradesh District,Rural,5,Processing,Pending,,3865.46,0.16,Low,0.93
524,53,Male,Non-Graduate,Salaried,6,539883,3680,0.36,722,39.54,No,812106,Vehicle,Vehicle,14,16.8,Medium,Government Bank,0.48,Offline,Gujarat,Tamil Nadu District,Rural,14,Processing,Approved,,12587.22,0.28,Low,1.5
525,36,Female,Graduate,Salaried,9,801473,13473,0.29,604,77.48,No,394841,Vehicle,Vehicle,16,15.97,High,Private Bank,0.98,Online,Tamil Nadu,Noida,Urban,3,Done,Approved,,5705.38,0.09,Low,0.49
526,49,Male,Graduate,Pensioner,30,339454,9512,1.31,802,85.69,No,1619605,Home,Home,7,10.73,Low,Finance Company,2.98,Online,Punjab,Faridabad,Urban,2,Done,Approved,,27502.19,0.97,High,4.77
527,41,Male,Non-Graduate,Self-employed,25,686840,8782,0.18,491,45.55,No,53733,Vehicle,Vehicle,4,17.43,High,Private Bank,1.35,Offline,West Bengal,Chhattisgarh District,Rural,7,Done,Approved,,1562.45,0.03,Low,0.08
528,37,Female,Graduate,Self-employed,7,907847,14526,0.24,797,27.18,No,256178,Home,Home,8,10.14,Low,Government Bank,0.67,Offline,Karnataka,Chhattisgarh District,Rural,13,Processing,Approved,,3906.29,0.05,Low,0.28
529,49,Male,Non-Graduate,Self-employed,8,872303,6789,0.1,466,32.28,No,51927,Education,Education,10,5.09,High,Finance Company,2.23,Offline,Uttar Pradesh,Odisha District,Rural,5,Done,Approved,,553.05,0.01,Low,0.06
530,52,Male,Graduate,Salaried,24,710097,12616,0.25,648,37.36,Yes,89141,Agriculture,Agriculture,4,7.06,High,Finance Company,1.8,Online,Uttar Pradesh,Bokaro,Urban,4,Processing,Pending,,2137.07,0.04,Low,0.13
531,57,Male,Non-Graduate,Salaried,8,359787,12809,0.64,723,68.22,No,293434,Appliances,Appliances,5,10.43,Medium,Finance Company,2.39,Offline,Gujarat,Uttarakhand District,Rural,3,Processing,Rejected,Previous Loan Default,6296.87,0.21,Low,0.82
532,58,Male,Graduate,Salaried,7,594167,176,0.15,832,78.39,No,475270,Home,Home,8,10.53,Low,Private Bank,1.22,Online,Gujarat,Suryapet,Urban,8,Done,Approved,,7345.8,0.15,Low,0.8
533,30,Male,Graduate,Salaried,18,807347,7237,0.18,805,25.05,No,339557,Vehicle,Vehicle,12,12.68,Low,Government Bank,0.47,Online,Telangana,Ambala,Urban,12,Done,Approved,,4600.64,0.07,Low,0.42
534,26,Female,Graduate,Pensioner,5,258301,3326,0.45,545,62.97,No,387616,Agriculture,Agriculture,6,6,High,Private Bank,1.08,Online,Maharashtra,Hindupur,Urban,7,Processing,Approved,,6423.92,0.3,Low,1.5
535,28,Male,Graduate,Self-employed,22,691925,17652,0.36,523,75.13,No,179707,Personal,Personal,7,11.42,High,Private Bank,1.48,Offline,Delhi,Jharkhand District,Rural,3,Processing,Pending,,3116.85,0.05,Low,0.26
536,58,Male,Non-Graduate,Salaried,27,597563,14930,0.55,804,23.62,No,1288923,Personal,Personal,20,10.09,Low,Finance Company,2.57,Offline,Telangana,Arunachal Pradesh District,Rural,3,Processing,Approved,,12515.34,0.25,Low,2.16
537,41,Female,Graduate,Self-employed,29,1458764,12506,0.23,757,28.8,No,963057,Home,Home,8,11.15,Low,Finance Company,2.27,Online,West Bengal,Indore,Urban,5,Processing,Approved,,15206.13,0.13,Low,0.66
538,44,Female,Graduate,Self-employed,9,1702121,14780,0.11,473,22.45,No,70094,Vehicle,Vehicle,11,17.98,High,Government Bank,0.59,Online,Madhya Pradesh,Belgaum,Urban,13,Processing,Approved,,1221.81,0.01,Low,0.04
539,51,Female,Graduate,Salaried,18,648538,1914,0.26,793,37.46,No,1040254,Agriculture,Agriculture,9,5.72,Low,Finance Company,2.2,Online,Delhi,Bardhaman,Urban,2,Processing,Approved,,12345.48,0.23,Low,1.6
540,40,Male,Graduate,Self-employed,26,808001,16613,0.27,728,25.12,No,100185,Appliances,Appliances,10,16.64,Medium,Finance Company,1.6,Online,Haryana,Gandhidham,Urban,2,Processing,Approved,,1718.4,0.03,Low,0.12
541,59,Female,Non-Graduate,Salaried,28,734244,18129,0.47,683,73.73,No,891775,Personal,Personal,14,11.25,Medium,Government Bank,0.41,Offline,Karnataka,Madhya Pradesh District,Rural,19,Processing,Pending,,10563.14,0.17,Low,1.21
542,46,Male,Graduate,Salaried,11,449634,19061,0.55,701,67.63,No,171316,Agriculture,Agriculture,18,7.85,Medium,Private Bank,0.9,Online,Punjab,Narasaraopet,Urban,6,Done,Approved,,1483.45,0.04,Low,0.38
543,57,Female,Graduate,Salaried,22,414998,2842,0.31,797,86.12,No,595146,Personal,Personal,12,12.41,Low,Finance Company,1.83,Offline,Tamil Nadu,Andhra Pradesh District,Rural,4,Processing,Approved,,7965.16,0.23,Low,1.43
544,54,Female,Graduate,Salaried,5,724452,11843,0.25,464,74.05,No,373878,Agriculture,Agriculture,17,7.86,High,Finance Company,1.79,Online,Telangana,Thane,Urban,5,Processing,Approved,,3327.27,0.06,Low,0.52
545,52,Male,Non-Graduate,Salaried,24,651109,17942,0.39,640,40.76,No,174382,Appliances,Appliances,9,16.94,High,Finance Company,2.65,Offline,Uttar Pradesh,Tripura District,Rural,2,Processing,Approved,,3156.18,0.06,Low,0.27
546,46,Female,Graduate,Salaried,13,545159,14611,0.56,761,86.45,No,1362815,Agriculture,Agriculture,17,6.2,Low,Government Bank,0.68,Online,Maharashtra,Medininagar,Urban,10,Processing,Approved,,10824.1,0.24,Low,2.5
547,62,Male,Graduate,Pensioner,26,282316,16368,1.76,791,37.92,No,1921265,Education,Education,9,8.05,Low,Private Bank,1.37,Online,Gujarat,Jammu,Urban,7,Done,Approved,,25062.22,1.07,High,6.81
548,47,Male,Non-Graduate,Salaried,30,568102,1005,0.07,556,86.78,No,130453,Education,Education,6,7.97,High,Government Bank,0.38,Offline,Delhi,Madhya Pradesh District,Rural,15,Done,Approved,,2285.35,0.05,Low,0.23
549,46,Female,Non-Graduate,Pensioner,9,324020,7785,0.76,641,56.19,No,273726,Business,Business,2,10.15,High,Finance Company,2.04,Offline,Haryana,Madhya Pradesh District,Rural,5,Done,Pending,,12650.03,0.47,High,0.84
550,27,Male,Graduate,Self-employed,20,666444,13391,0.35,575,89.7,No,264852,Business,Business,6,17.01,High,Private Bank,0.95,Online,Bihar,Mira-Bhayandar,Urban,5,Processing,Approved,,5893.41,0.11,Low,0.4
551,45,Male,Graduate,Salaried,14,740326,17945,0.43,785,36.78,No,1198812,Agriculture,Agriculture,18,5.04,Low,Government Bank,0.34,Online,Rajasthan,Tenali,Urban,17,Done,Approved,,8453.97,0.14,Low,1.62
552,54,Male,Graduate,Salaried,21,629868,16649,0.54,806,20.57,Yes,802647,Vehicle,Vehicle,13,15.11,Low,Private Bank,1.45,Online,Tamil Nadu,Tumkur,Urban,8,Processing,Approved,,11779.12,0.22,Low,1.27
553,35,Male,Non-Graduate,Salaried,29,749953,8465,0.23,597,81.06,No,386936,Appliances,Appliances,19,17.51,High,Finance Company,2.68,Offline,Tamil Nadu,Telangana District,Rural,2,Done,Approved,,5861.62,0.09,Low,0.52
554,31,Female,Non-Graduate,Salaried,8,835486,18173,0.28,643,20.13,No,89998,Agriculture,Agriculture,11,8.25,High,Government Bank,0.52,Offline,Bihar,Odisha District,Rural,11,Processing,Approved,,1039.52,0.01,Low,0.11
555,33,Male,Graduate,Salaried,27,414270,12386,0.66,714,52.66,No,948560,Education,Education,10,5.83,Medium,Government Bank,0.46,Offline,Maharashtra,Kerala District,Rural,12,Processing,Approved,,10450.16,0.3,Medium,2.29
556,40,Male,Graduate,Self-employed,22,1463722,755,0.14,790,55.39,No,1588130,Business,Business,20,10.94,Low,Finance Company,2.55,Online,Punjab,Kottayam,Urban,4,Done,Approved,,16327.69,0.13,Low,1.08
557,57,Male,Graduate,Salaried,9,723654,11905,0.5,778,43.4,No,902690,Education,Education,5,7.2,Low,Private Bank,0.99,Online,Telangana,Suryapet,Urban,3,Done,Approved,,17959.64,0.3,Low,1.25
558,26,Male,Graduate,Salaried,9,633202,11877,0.26,715,41.23,Yes,111337,Education,Education,7,5.89,Medium,Government Bank,0.46,Online,Haryana,Sambalpur,Urban,10,Processing,Pending,,1620.61,0.03,Low,0.18
559,28,Male,Graduate,Salaried,28,342610,12768,0.58,550,67.99,No,300095,Personal,Personal,14,12.7,High,Private Bank,1.39,Online,Punjab,Bhagalpur,Urban,6,Done,Pending,,3829.1,0.13,Low,0.88
560,35,Male,Graduate,Salaried,7,631463,16815,0.42,544,83.1,No,398360,Home,Home,11,11.4,High,Government Bank,0.61,Online,Bihar,Saharanpur,Urban,16,Done,Approved,,5308.15,0.1,Low,0.63
561,58,Male,Graduate,Self-employed,26,1267004,5357,0.07,502,11.94,No,225276,Agriculture,Agriculture,17,7.28,High,Private Bank,0.72,Online,Punjab,North Dumdum,Urban,6,Processing,Pending,,1928.06,0.02,Low,0.18
562,26,Male,Graduate,Pensioner,25,238964,7278,0.45,591,70.22,No,136912,Home,Home,14,12.3,High,Finance Company,2.01,Online,Madhya Pradesh,Siwan,Urban,1,Processing,Pending,,1711.99,0.09,Low,0.57
563,29,Male,Non-Graduate,Self-employed,7,656712,14392,0.33,626,45.93,No,244023,Home,Home,10,12.27,High,Finance Company,2.45,Offline,West Bengal,Bihar District,Rural,4,Processing,Pending,,3539.21,0.06,Low,0.37
564,49,Male,Non-Graduate,Salaried,11,859114,10139,0.19,599,68.09,No,300647,Personal,Personal,17,10.71,High,Finance Company,1.64,Offline,Gujarat,Manipur District,Rural,1,Processing,Approved,,3206.69,0.04,Low,0.35
565,52,Male,Graduate,Self-employed,17,1374089,8215,0.09,684,24.92,No,293299,Education,Education,20,5.91,Medium,Private Bank,1.18,Offline,Tamil Nadu,Assam District,Rural,7,Done,Approved,,2086.09,0.02,Low,0.21
566,26,Male,Graduate,Salaried,16,882295,4891,0.81,761,32.74,No,1202522,Home,Home,2,8.52,Low,Government Bank,0.62,Offline,Bihar,Goa District,Rural,14,Done,Rejected,Low CIBIL Score,54672.45,0.74,High,1.36
567,42,Male,Graduate,Salaried,10,866879,9757,0.17,575,16.6,No,151124,Appliances,Appliances,11,14.03,High,Private Bank,1.25,Online,Rajasthan,Jalandhar,Urban,4,Done,Approved,,2252.53,0.03,Low,0.17
568,59,Male,Graduate,Salaried,19,352098,829,0.1,547,84.95,No,279682,Education,Education,16,5.31,High,Finance Company,2.17,Offline,Punjab,Haryana District,Rural,5,Processing,Approved,,2165.09,0.07,Low,0.79
569,46,Male,Graduate,Salaried,28,732057,725,0.17,504,66.4,No,204699,Business,Business,2,12.96,High,Government Bank,0.45,Online,Punjab,Bhilwara,Urban,20,Done,Approved,,9727.92,0.16,Low,0.28
570,54,Male,Graduate,Salaried,18,494166,14795,0.87,847,35.23,No,1624871,Agriculture,Agriculture,9,7.63,Low,Finance Company,2.48,Online,Punjab,Bharatpur,Urban,1,Processing,Approved,,20843.41,0.51,High,3.29
571,27,Male,Non-Graduate,Self-employed,9,1620926,18983,0.14,585,67.02,No,70785,Education,Education,20,5.1,High,Private Bank,1.39,Offline,Telangana,Nagaland District,Rural,3,Done,Approved,,471.07,0,Low,0.04
572,53,Male,Graduate,Self-employed,27,1511698,10157,0.23,682,14.12,No,579846,Education,Education,3,8.74,Medium,Finance Company,1.6,Online,Rajasthan,Maheshtala,Urban,3,Done,Approved,,18368.86,0.15,Low,0.38
573,54,Female,Graduate,Self-employed,11,1234935,7436,0.09,504,63.92,No,143174,Vehicle,Vehicle,15,17.34,High,Private Bank,0.94,Offline,Tamil Nadu,Uttar Pradesh District,Rural,6,Processing,Approved,,2238.05,0.02,Low,0.12
574,39,Male,Non-Graduate,Salaried,17,846510,15218,0.47,774,77.72,Yes,1721691,Personal,Personal,13,8.12,Low,Private Bank,1.43,Offline,Uttar Pradesh,Madhya Pradesh District,Rural,8,Processing,Approved,,17901.85,0.25,Low,2.03
575,29,Male,Graduate,Self-employed,13,1084150,17325,0.21,461,20.76,No,220120,Education,Education,12,5.36,High,Private Bank,0.82,Online,Rajasthan,Amaravati,Urban,8,Processing,Approved,,2075.85,0.02,Low,0.2
576,36,Male,Graduate,Salaried,17,587809,8068,0.34,734,43.08,Yes,533233,Vehicle,Vehicle,11,15.8,Medium,Private Bank,1.4,Online,Punjab,Ramagundam,Urban,8,Processing,Pending,,8539.97,0.17,Low,0.91
577,54,Female,Non-Graduate,Salaried,27,414655,14083,0.45,519,14.53,No,125418,Vehicle,Vehicle,16,12.85,High,Government Bank,0.32,Offline,Madhya Pradesh,Odisha District,Rural,20,Processing,Approved,,1542.58,0.04,Low,0.3
578,25,Female,Graduate,Salaried,18,635479,9211,0.61,775,69.7,No,1722367,Appliances,Appliances,18,15.05,Low,Finance Company,2.5,Online,Bihar,Arrah,Urban,1,Processing,Approved,,23170.83,0.44,Medium,2.71
579,54,Male,Non-Graduate,Salaried,14,667962,15208,0.39,590,77.01,No,342146,Personal,Personal,6,11.75,High,Government Bank,0.48,Offline,Delhi,Punjab District,Rural,18,Processing,Approved,,6644.62,0.12,Low,0.51
580,42,Male,Graduate,Salaried,9,624782,16223,0.66,725,27,No,939401,Education,Education,5,6.41,Medium,Government Bank,0.29,Online,West Bengal,Karawal Nagar,Urban,13,Processing,Approved,,18340.88,0.35,Medium,1.5
581,25,Female,Graduate,Salaried,29,529906,12344,0.77,756,73.26,No,1747244,Home,Home,14,12.23,Low,Private Bank,1.37,Online,Maharashtra,Muzaffarpur,Urban,8,Processing,Approved,,21770.39,0.49,High,3.3
582,60,Male,Graduate,Salaried,6,606357,15846,0.43,623,35.23,No,376962,Appliances,Appliances,10,14.87,High,Private Bank,0.81,Offline,Karnataka,Kerala District,Rural,6,Done,Approved,,6051.74,0.12,Low,0.62
583,29,Male,Non-Graduate,Salaried,20,361090,16169,1.18,791,57.53,No,1246866,Appliances,Appliances,17,17.71,Low,Private Bank,1.41,Offline,Maharashtra,Kerala District,Rural,5,Processing,Pending,,19377.37,0.64,High,3.45
584,25,Male,Graduate,Salaried,12,587658,12566,0.45,823,65.51,No,200499,Business,Business,2,12.47,Low,Finance Company,1.9,Online,West Bengal,Rohtak,Urban,1,Processing,Approved,,9482.25,0.19,Low,0.34
585,30,Female,Graduate,Self-employed,8,874435,12360,0.21,480,33.6,No,194828,Education,Education,6,5.54,High,Finance Company,2.02,Offline,Madhya Pradesh,West Bengal District,Rural,1,Processing,Approved,,3186.73,0.04,Low,0.22
586,51,Male,Graduate,Salaried,29,551656,10274,0.24,476,89.73,No,61032,Home,Home,12,11.41,High,Government Bank,0.51,Online,Maharashtra,Nellore,Urban,18,Done,Approved,,779.95,0.02,Low,0.11
587,40,Male,Graduate,Salaried,14,676311,10368,0.25,454,73.35,No,232922,Appliances,Appliances,18,17.24,High,Finance Company,2.39,Offline,Gujarat,Rajasthan District,Rural,2,Done,Rejected,Insufficient Employment Length,3507.33,0.06,Low,0.34
588,27,Male,Graduate,Salaried,14,375117,17524,1.09,769,84.04,No,1391589,Appliances,Appliances,16,12.15,Low,Finance Company,2.32,Offline,Rajasthan,Kerala District,Rural,2,Processing,Approved,,16470.41,0.53,High,3.71
589,50,Male,Non-Graduate,Salaried,26,470602,16873,0.61,610,11.5,No,153277,Vehicle,Vehicle,2,10.28,High,Government Bank,0.56,Offline,Delhi,Andhra Pradesh District,Rural,10,Processing,Approved,,7092.78,0.18,Low,0.33
590,47,Male,Graduate,Salaried,5,751359,1105,0.09,582,65.97,No,388633,Education,Education,10,7.14,High,Government Bank,0.64,Online,Kerala,Ludhiana,Urban,13,Processing,Approved,,4540.45,0.07,Low,0.52
591,57,Male,Graduate,Salaried,13,747044,13144,0.28,635,79.04,No,157279,Home,Home,4,10.41,High,Private Bank,1.24,Online,Haryana,Tadepalligudem,Urban,5,Done,Approved,,4020.04,0.06,Low,0.21
592,30,Male,Graduate,Salaried,18,315472,5648,0.37,537,66.84,Yes,318506,Business,Business,13,12.82,High,Government Bank,0.3,Online,Tamil Nadu,Alwar,Urban,11,Done,Approved,,4203.81,0.16,Low,1.01
593,33,Male,Graduate,Self-employed,10,796827,14857,0.25,703,20.62,No,179392,Education,Education,11,5.38,Medium,Finance Company,2.01,Online,Uttar Pradesh,Panihati,Urban,2,Done,Approved,,1803.56,0.03,Low,0.23
594,54,Male,Graduate,Salaried,6,744435,6696,0.57,651,15.66,No,882373,Business,Business,3,10.45,Medium,Finance Company,1.97,Offline,Kerala,Haryana District,Rural,1,Processing,Rejected,Previous Loan Default,28658.48,0.46,High,1.19
595,56,Female,Graduate,Self-employed,20,715491,1945,0.26,812,75.63,No,425279,Home,Home,3,8.54,Low,Finance Company,2.14,Online,Karnataka,Machilipatnam,Urban,1,Done,Approved,,13432.89,0.23,Low,0.59
596,33,Male,Graduate,Salaried,22,887384,7933,0.15,592,71.3,Yes,374866,Education,Education,14,6.02,High,Finance Company,2.16,Online,Haryana,Anand,Urban,4,Processing,Approved,,3307.45,0.04,Low,0.42
597,35,Male,Graduate,Salaried,11,694255,17800,0.34,544,41.86,No,151548,Home,Home,11,8.89,High,Finance Company,2.47,Online,Bihar,Naihati,Urban,4,Done,Approved,,1803.44,0.03,Low,0.22
598,54,Female,Graduate,Salaried,29,789382,7750,0.39,808,87.24,No,1316616,Business,Business,11,12,Low,Private Bank,1.35,Online,Gujarat,Guntakal,Urban,6,Processing,Approved,,18008.51,0.27,Low,1.67
599,40,Male,Graduate,Salaried,13,645736,14915,0.56,734,67.53,No,733414,Business,Business,6,14.04,Medium,Government Bank,0.38,Online,Kerala,Amroha,Urban,12,Processing,Approved,,15128.25,0.28,Low,1.14
600,34,Female,Non-Graduate,Salaried,15,777840,6751,0.29,648,77.28,No,271446,Personal,Personal,2,8.19,High,Private Bank,1.31,Offline,Uttar Pradesh,Nagaland District,Rural,7,Processing,Approved,,12300.3,0.19,Low,0.35
601,42,Male,Graduate,Self-employed,14,887553,12881,0.2,572,85.9,No,91033,Home,Home,6,11.74,High,Private Bank,1.12,Online,Kerala,Bathinda,Urban,4,Processing,Approved,,1767.43,0.02,Low,0.1
602,36,Male,Graduate,Salaried,17,718281,16398,0.29,537,55.52,No,105517,Personal,Personal,17,8.6,High,Finance Company,1.56,Online,Tamil Nadu,Noida,Urban,1,Done,Pending,,985.91,0.02,Low,0.15
603,53,Female,Graduate,Salaried,22,746298,1147,0.08,475,43.31,No,385013,Appliances,Appliances,18,10.52,High,Finance Company,2.52,Online,Uttar Pradesh,Bhind,Urban,2,Processing,Pending,,3979.23,0.06,Low,0.52
604,26,Male,Graduate,Salaried,10,328938,13346,0.61,514,77.45,No,133351,Business,Business,5,17.28,High,Government Bank,0.6,Online,Bihar,Bidhannagar,Urban,17,Processing,Approved,,3334.23,0.12,Low,0.41
605,32,Female,Graduate,Salaried,8,478990,12192,0.7,631,88.34,No,337107,Business,Business,2,12,High,Finance Company,2.06,Online,Rajasthan,Buxar,Urban,1,Processing,Approved,,15868.8,0.4,Medium,0.7
606,34,Female,Graduate,Salaried,19,859053,7749,0.15,531,75.39,No,202568,Vehicle,Vehicle,11,15.75,High,Private Bank,1.07,Online,Telangana,Anand,Urban,8,Processing,Approved,,3237.77,0.05,Low,0.24
607,51,Female,Graduate,Salaried,28,795224,783,0.03,498,22.49,Yes,138439,Personal,Personal,19,8.99,High,Government Bank,0.54,Online,Punjab,Jodhpur,Urban,12,Done,Approved,,1268.47,0.02,Low,0.17
608,52,Male,Graduate,Self-employed,26,832657,17464,0.28,479,41.02,No,151498,Personal,Personal,18,11.75,High,Government Bank,0.64,Online,Madhya Pradesh,Gudivada,Urban,10,Done,Approved,,1689.31,0.02,Low,0.18
609,45,Male,Non-Graduate,Salaried,21,724887,502,0.03,525,79.82,No,111190,Personal,Personal,9,8.07,High,Private Bank,0.77,Offline,Punjab,Karnataka District,Rural,3,Done,Approved,,1451.59,0.02,Low,0.15
610,36,Female,Graduate,Salaried,29,637105,19641,0.43,471,87.79,No,280474,Vehicle,Vehicle,15,10.91,High,Finance Company,2.24,Offline,Telangana,Manipur District,Rural,3,Done,Approved,,3172.03,0.06,Low,0.44
611,53,Female,Graduate,Self-employed,8,1438724,880,0.03,638,85.99,No,219520,Vehicle,Vehicle,20,11.31,High,Government Bank,0.42,Offline,Madhya Pradesh,Assam District,Rural,12,Processing,Approved,,2312.35,0.02,Low,0.15
612,35,Male,Graduate,Salaried,30,548177,11020,0.34,558,59.44,No,341735,Personal,Personal,9,8.35,High,Government Bank,0.39,Offline,Karnataka,Rajasthan District,Rural,14,Done,Approved,,4511.19,0.1,Low,0.62
613,57,Male,Graduate,Salaried,20,361556,10521,0.49,501,49.99,No,308030,Personal,Personal,9,9.14,High,Government Bank,0.69,Online,Delhi,Imphal,Urban,12,Done,Approved,,4194.51,0.14,Low,0.85
614,51,Female,Graduate,Salaried,28,543309,7261,0.23,716,70.68,No,368700,Agriculture,Agriculture,14,5.99,Medium,Finance Company,2.14,Online,Madhya Pradesh,Bulandshahr,Urban,3,Processing,Approved,,3247.15,0.07,Low,0.68
615,59,Male,Graduate,Salaried,8,590912,8571,0.2,500,70.02,No,118319,Home,Home,16,9.73,High,Finance Company,2.28,Online,Madhya Pradesh,Nadiad,Urban,1,Done,Approved,,1217.69,0.02,Low,0.2
616,34,Male,Graduate,Salaried,23,346370,904,0.62,748,64.6,No,838115,Personal,Personal,5,8.14,Medium,Private Bank,0.88,Online,Telangana,Aurangabad,Urban,6,Processing,Approved,,17050.16,0.59,High,2.42
617,29,Female,Graduate,Pensioner,22,304007,12104,0.51,618,25.77,No,78199,Home,Home,17,8.6,High,Finance Company,2.82,Online,Delhi,Bhiwandi,Urban,4,Done,Approved,,730.66,0.03,Low,0.26
618,27,Male,Non-Graduate,Salaried,30,717901,15842,0.28,590,56.65,No,53104,Appliances,Appliances,7,11.64,High,Finance Company,2.89,Offline,Bihar,West Bengal District,Rural,2,Done,Approved,,927.24,0.02,Low,0.07
619,44,Female,Graduate,Salaried,19,875577,5694,0.14,638,84.37,No,392473,Home,Home,20,11.7,High,Finance Company,1.76,Online,Madhya Pradesh,Rohtak,Urban,4,Done,Approved,,4239.66,0.06,Low,0.45
620,62,Male,Non-Graduate,Salaried,7,555916,2865,0.13,472,52.86,Yes,317994,Personal,Personal,16,9.3,High,Private Bank,1.06,Offline,Kerala,Maharashtra District,Rural,8,Processing,Approved,,3188.67,0.07,Low,0.57
621,62,Female,Graduate,Salaried,24,782041,3417,0.13,773,73.95,No,367595,Vehicle,Vehicle,10,11.92,Low,Government Bank,0.65,Online,Maharashtra,Panihati,Urban,10,Done,Approved,,5256.93,0.08,Low,0.47
622,43,Male,Non-Graduate,Salaried,15,667858,3881,0.12,736,76.47,No,362279,Education,Education,16,6.31,Medium,Government Bank,0.37,Offline,Tamil Nadu,Karnataka District,Rural,13,Done,Approved,,3001.53,0.05,Low,0.54
623,51,Male,Graduate,Salaried,23,400425,6739,0.48,709,59.76,No,858177,Home,Home,15,10.13,Medium,Finance Company,2.62,Online,Madhya Pradesh,Rajkot,Urban,5,Processing,Approved,,9290.38,0.28,Low,2.14
624,52,Male,Graduate,Salaried,9,428804,14928,0.5,760,62.71,No,318987,Agriculture,Agriculture,14,7.64,Low,Government Bank,0.61,Online,Bihar,Jehanabad,Urban,11,Done,Approved,,3097.33,0.09,Low,0.74
625,61,Male,Graduate,Pensioner,18,296800,10316,0.66,596,23.06,No,395713,Appliances,Appliances,17,17.17,High,Private Bank,1.29,Offline,Gujarat,West Bengal District,Rural,7,Done,Approved,,5992.3,0.24,Low,1.33
626,34,Male,Graduate,Salaried,21,566524,11890,0.27,503,22.04,No,68561,Personal,Personal,14,12.67,High,Finance Company,1.65,Online,Madhya Pradesh,Haridwar,Urban,5,Done,Pending,,873.5,0.02,Low,0.12
627,49,Male,Graduate,Salaried,22,741499,19347,0.33,538,46.58,No,155560,Agriculture,Agriculture,20,5.71,High,Finance Company,2.25,Online,Uttar Pradesh,Bellary,Urban,1,Done,Approved,,1088.61,0.02,Low,0.21
628,28,Male,Non-Graduate,Salaried,6,877793,428,0.13,676,75.27,Yes,912499,Business,Business,19,10.14,Medium,Private Bank,1.44,Offline,Uttar Pradesh,Madhya Pradesh District,Rural,4,Processing,Approved,,9037.57,0.12,Low,1.04
629,54,Male,Graduate,Salaried,25,866748,10461,0.28,717,57.43,No,851407,Business,Business,19,12.53,Medium,Government Bank,0.27,Online,Rajasthan,Faridabad,Urban,19,Processing,Approved,,9808.52,0.14,Low,0.98
630,60,Male,Non-Graduate,Salaried,22,521778,5061,0.27,684,78.04,No,305994,Home,Home,5,10.47,Medium,Finance Company,2.85,Offline,Punjab,Uttar Pradesh District,Rural,2,Processing,Pending,,6572.46,0.15,Low,0.59
631,26,Female,Non-Graduate,Self-employed,8,1354312,19561,0.19,524,82.25,No,92764,Business,Business,8,12.83,High,Government Bank,0.58,Offline,Telangana,Karnataka District,Rural,17,Done,Rejected,Low CIBIL Score,1550.3,0.01,Low,0.07
632,43,Male,Graduate,Salaried,20,751061,7490,0.15,550,58.14,No,132759,Appliances,Appliances,18,14.82,High,Finance Company,1.66,Online,Karnataka,Amroha,Urban,3,Done,Rejected,High Loan Amount Request,1764.05,0.03,Low,0.18
633,49,Female,Graduate,Self-employed,9,1724250,12787,0.12,524,23.32,No,335650,Home,Home,12,9.64,High,Private Bank,1.25,Online,Uttar Pradesh,Vadodara,Urban,5,Processing,Approved,,3941.79,0.03,Low,0.19
634,57,Male,Graduate,Salaried,23,631008,15216,0.32,506,13.36,No,191135,Personal,Personal,20,9.17,High,Finance Company,2.8,Online,Karnataka,Akola,Urban,3,Done,Approved,,1740.64,0.03,Low,0.3
635,31,Male,Graduate,Salaried,15,830485,19204,0.36,570,68.43,No,386040,Business,Business,17,17.53,High,Finance Company,1.79,Online,Madhya Pradesh,Chapra,Urban,2,Done,Pending,,5948.07,0.09,Low,0.46
636,36,Male,Graduate,Self-employed,11,1483797,3136,0.05,501,10.54,No,352932,Agriculture,Agriculture,17,5.07,High,Private Bank,0.86,Online,West Bengal,Machilipatnam,Urban,6,Processing,Approved,,2584.86,0.02,Low,0.24
637,45,Male,Graduate,Salaried,5,499166,9713,1.11,823,40.6,No,1667130,Home,Home,5,11.07,Low,Government Bank,0.55,Online,Uttar Pradesh,Hindupur,Urban,11,Done,Approved,,36305.67,0.87,High,3.34
638,31,Female,Graduate,Salaried,20,584362,4764,0.38,542,38.98,No,299204,Appliances,Appliances,2,11.18,High,Government Bank,0.69,Offline,Tamil Nadu,Nagaland District,Rural,12,Processing,Approved,,13970.27,0.29,Low,0.51
639,29,Male,Graduate,Salaried,27,682616,6718,0.13,650,48.87,No,57919,Personal,Personal,17,8.15,High,Finance Company,1.68,Online,Gujarat,Asansol,Urban,5,Done,Approved,,525.45,0.01,Low,0.08
640,54,Female,Non-Graduate,Salaried,19,879678,2496,0.52,742,69.49,No,780162,Personal,Personal,2,9.32,Medium,Finance Company,2.59,Offline,Telangana,Sikkim District,Rural,3,Processing,Approved,,35756.15,0.49,High,0.89
